"","am_sid","sciname"
"10937","Fis-50052","Myctophum phengodes"
"10938","Fis-50053","Sternoptyx obscura"
"10939","Fis-50054","Bathypterois filiferus"
"10940","Fis-50059","Scopelarchoides signifer"
"10941","Fis-50061","Symbolophorus barnardi"
"10942","Fis-50068","Symbolophorus kreffti"
"10943","Fis-50074","Symbolophorus rufinus"
"10944","Fis-50075","Stemonosudis macrura"
"10945","Fis-50079","Coccorella atlantica"
"10946","Fis-50081","Diaphus aliciae"
"10947","Fis-50085","Diaphus antonbruuni"
"10948","Fis-50086","Diaphus fulgens"
"10949","Fis-50088","Apletodon pellegrini"
"10950","Fis-50089","Diaphus jenseni"
"10951","Fis-50092","Diaphus knappi"
"10952","Fis-50114","Diaphus malayanus"
"10953","Fis-50124","Diaphus nielseni"
"10954","Fis-50127","Diaphus parri"
"10955","Fis-50130","Diaphus richardsoni"
"10956","Fis-50131","Diaphus thiollierei"
"10957","Fis-50133","Diogenichthys panurgus"
"10958","Fis-50134","Gonichthys barnesi"
"10959","Fis-50136","Hygophum hanseni"
"10960","Fis-50145","Fowlerichthys senegalensis"
"10961","Fis-50146","Lampadena notialis"
"10962","Fis-50148","Lampanyctus lepidolychnus"
"10963","Fis-50152","Lampanyctus turneri"
"10964","Fis-50171","Loweina interrupta"
"10965","Fis-50175","Protomyctophum subparallelum"
"10966","Fis-50183","Gadomus capensis"
"10967","Fis-50186","Mesobius antipodum"
"10968","Fis-50193","Lycodonus vermiformis"
"10969","Fis-50194","Parabrotula plagiophthalma"
"10970","Fis-50196","Epetriodus freddyi"
"10971","Fis-50197","Holcomycteronus aequatoris"
"10972","Fis-50200","Monomitopus nigripinnis"
"10973","Fis-50202","Ophidion smithi"
"10974","Fis-50204","Porogadus miles"
"10975","Fis-50206","Carapus mourlani"
"10976","Fis-50211","Onuxodon parvibrachium"
"10977","Fis-50213","Pyramodon punctatus"
"10978","Fis-50218","Cataetyx niki"
"10979","Fis-50238","Hemiramphus robustus"
"10980","Fis-50239","Hyporhamphus balinensis"
"10981","Fis-50240","Hyporhamphus melanopterus"
"10982","Fis-50244","Hyporhamphus neglectus"
"10983","Fis-50245","Hyporhamphus neglectissimus"
"10984","Fis-50246","Bathypterois guentheri"
"10985","Fis-50247","Bathypterois perceptor"
"10986","Fis-50255","Sphagemacrurus pumiliceps"
"10987","Fis-50272","Barathronus maculatus"
"10988","Fis-50276","Halieutaea hancocki"
"10989","Fis-50281","Oneirodes kreffti"
"10990","Fis-50286","Lepadichthys caritus"
"10991","Fis-50290","Iso natalensis"
"10992","Fis-50291","Petalichthys capensis"
"10993","Fis-50293","Agrostichthys parkeri"
"10994","Fis-50295","Parataeniophorus brevis"
"10995","Fis-50296","Ostichthys delta"
"10996","Fis-50297","Melamphaes danae"
"10997","Fis-50301","Melamphaes simus"
"10998","Fis-50305","Poromitra megalops"
"10999","Fis-50311","Scopeloberyx opisthopterus"
"11000","Fis-50313","Scopeloberyx robustus"
"11001","Fis-50326","Cetomimus picklei"
"11002","Fis-50333","Acentronura tentaculata"
"11003","Fis-50351","Choridactylus natalensis"
"11004","Fis-50361","Sebastapistes tinkhami"
"11005","Fis-50365","Cocotropus monacanthus"
"11006","Fis-50367","Caracanthus madagascariensis"
"11007","Fis-50370","Caulophryne polynema"
"11008","Fis-50372","Cottunculus spinosus"
"11009","Fis-50374","Paraliparis australis"
"11010","Fis-50375","Plectranthias morgansi"
"11011","Fis-50377","Cephalopholis nigripinnis"
"11012","Fis-50379","Serranus novemcinctus"
"11013","Fis-50380","Melanocetus murrayi"
"11014","Fis-50396","Himantolophus albinares"
"11015","Fis-50398","Florenciella lugubris"
"11016","Fis-50402","Gymnapogon africanus"
"11017","Fis-50404","Pseudamiops pellucidus"
"11018","Fis-50406","Rhynchorhamphus naga"
"11019","Fis-50410","Chaenophryne draco"
"11020","Fis-50418","Chaenophryne longiceps"
"11021","Fis-50427","Chaenophryne ramifera"
"11022","Fis-50433","Danaphryne nigrifilis"
"11023","Fis-50439","Dolopichthys danae"
"11024","Fis-50441","Sphyraena chrysotaenia"
"11025","Fis-50442","Dolopichthys dinema"
"11026","Fis-50443","Dolopichthys jubatus"
"11027","Fis-50448","Opistognathus margaretae"
"11028","Fis-50449","Dolopichthys longicornis"
"11029","Fis-50450","Opistognathus nigromarginatus"
"11031","Fis-50454","Dysalotus alcocki"
"11032","Fis-50455","Dysalotus oligoscolus"
"11033","Fis-50458","Kali indica"
"11034","Fis-50459","Kali macrodon"
"11035","Fis-50462","Dolopichthys pullatus"
"11036","Fis-50465","Lophodolos indicus"
"11037","Fis-50466","Kali macrura"
"11038","Fis-50469","Microlophichthys microlophus"
"11039","Fis-50476","Oneirodes anisacanthus"
"11040","Fis-50477","Pleuroscopus pseudodorsalis"
"11041","Fis-50482","Limnichthys nitidus"
"11042","Fis-50483","Oneirodes carlsbergi"
"11043","Fis-50487","Pteropsaron heemstrai"
"11044","Fis-50491","Oneirodes eschrichtii"
"11045","Fis-50498","Alloblennius parvus"
"11046","Fis-50500","Dermatias platynogaster"
"11047","Fis-50524","Hirculops cornifer"
"11048","Fis-50532","Mimoblennius rusi"
"11049","Fis-50534","Omobranchus banditus"
"11050","Fis-50544","Oneirodes macrosteus"
"11051","Fis-50545","Parablennius cornutus"
"11052","Fis-50550","Parablennius lodosus"
"11053","Fis-50552","Oneirodes myrionemus"
"11054","Fis-50553","Parablennius pilicornis"
"11055","Fis-50554","Oneirodes theodoritissieri"
"11056","Fis-50562","Scartella emarginata"
"11057","Fis-50565","Spiniphryne gladisfenae"
"11058","Fis-50569","Ceratias uranoscopus"
"11059","Fis-50570","Enneapterygius abeli"
"11060","Fis-50579","Enneapterygius clarkae"
"11061","Fis-50584","Enneapterygius elegans"
"11062","Fis-50588","Enneapterygius pusillus"
"11063","Fis-50589","Gigantactis elsmani"
"11064","Fis-50590","Enneapterygius ventermaculus"
"11065","Fis-50591","Gigantactis gibbsi"
"11066","Fis-50592","Cancelloxus burrelli"
"11067","Fis-50594","Gigantactis gracilicauda"
"11068","Fis-50598","Cancelloxus elongatus"
"11069","Fis-50599","Gigantactis longicirra"
"11070","Fis-50600","Gigantactis vanhoeffeni"
"11071","Fis-50604","Clinus heterodon"
"11072","Fis-50606","Gigantactis watermani"
"11073","Fis-50608","Rhynchactis leptonema"
"11074","Fis-50611","Clinus nematopterus"
"11075","Fis-50614","Haplophryne mollis"
"11076","Fis-50615","Pavoclinus smalei"
"11077","Fis-50623","Linophryne arborifera"
"11078","Fis-50625","Pavoclinus myae"
"11079","Fis-50627","Linophryne arcturi"
"11080","Fis-50629","Xenopoclinus kochi"
"11081","Fis-50631","Linophryne coronata"
"11082","Fis-50633","Linophryne pennibarbata"
"11083","Fis-50635","Linophryne racemifera"
"11084","Fis-50636","Photocorynus spiniceps"
"11085","Fis-50637","Diplogrammus infulatus"
"11086","Fis-50646","Synchiropus postulus"
"11087","Fis-50647","Acentrogobius audax"
"11088","Fis-50701","Zenarchopterus buffonis"
"11089","Fis-50703","Barbuligobius boehlkei"
"11090","Fis-50706","Bathygobius laddi"
"11091","Fis-50711","Caffrogobius agulhensis"
"11092","Fis-50714","Squalogadus modificatus"
"11093","Fis-50715","Callogobius flavobrunneus"
"11094","Fis-50719","Drombus simulus"
"11095","Fis-50720","Favonigobius melanobranchus"
"11096","Fis-50723","Fusigobius duospilus"
"11097","Fis-50725","Coryphaenoides marshalli"
"11098","Fis-50727","Lepidion capensis"
"11099","Fis-50737","Coryphaenoides carapinus"
"11100","Fis-50754","Cremnochorites capensis"
"11101","Fis-50764","Abyssobrotula galatheae"
"11102","Fis-50786","Blenniella periophthalmus"
"11103","Fis-50817","Fodiator acutus"
"11104","Fis-50837","Cetonurus globiceps"
"11105","Fis-50841","Coryphaenoides leptolepis"
"11106","Fis-50846","Coryphaenoides profundicolus"
"11107","Fis-50862","Zenarchopterus gilli"
"11108","Fis-50864","Zenarchopterus rasori"
"11109","Fis-50954","Cynoglossus semifasciatus"
"11110","Fis-51000","Melamphaes polylepis"
"11111","Fis-51001","Melamphaes suborbitalis"
"11112","Fis-51003","Melamphaes typhlops"
"11113","Fis-51007","Poromitra capito"
"11114","Fis-51015","Myripristis tiki"
"11115","Fis-51018","Myripristis woodsi"
"11116","Fis-51025","Eptatretus okinoseanus"
"11117","Fis-51030","Myxine garmani"
"11118","Fis-51063","Gymnothorax polyuranodon"
"11119","Fis-51077","Rogadius serratus"
"11120","Fis-51129","Cosmocampus retropinnis"
"11121","Fis-51132","Minyichthys sentus"
"11122","Fis-51146","Pontinus leda"
"11123","Fis-51147","Scorpaena annobonae"
"11124","Fis-51155","Scorpaena loppei"
"11125","Fis-51165","Cratinus agassizii"
"11126","Fis-51168","Gymnothorax tile"
"11127","Fis-51171","Argyrosomus inodorus"
"11128","Fis-51186","Scorpaenodes africanus"
"11129","Fis-51188","Scorpaenodes insularis"
"11130","Fis-51189","Trachyscorpia cristulata echinata"
"11131","Fis-51215","Odontanthias rhodopeplus"
"11132","Fis-51235","Psychrolutes inermis"
"11133","Fis-51274","Brachirus annularis"
"11134","Fis-51289","Muraenichthys gymnopterus"
"11135","Fis-51481","Symphurus marmoratus"
"11136","Fis-51493","Eumegistus brevorti"
"11137","Fis-51526","Platyberyx opalescens"
"11138","Fis-51529","Uropterygius supraforatus"
"11139","Fis-51530","Kaupichthys atronasus"
"11140","Fis-51533","Kaupichthys brachychirus"
"11141","Fis-51575","Ichthyapus vulturis"
"11142","Fis-51602","Stenobrachius nannochir"
"11143","Fis-51608","Schismorhynchus labialis"
"11144","Fis-51619","Brotula townsendi"
"11145","Fis-51630","Encheliophis boraborensis"
"11146","Fis-51643","Lepadichthys minor"
"11147","Fis-51707","Acanthoplesiops hiatti"
"11148","Fis-51713","Diplodus cervinus"
"11149","Fis-51740","Cirrhilabrus luteovittatus"
"11150","Fis-51744","Chalixodytes tauensis"
"11151","Fis-51774","Anaora tentaculata"
"11152","Fis-51779","Callionymus delicatulus"
"11153","Fis-51782","Callionymus enneactis"
"11154","Fis-51785","Callionymus simplicicornis"
"11155","Fis-51787","Acanthurus gahhm"
"11156","Fis-51789","Synchiropus circularis"
"11157","Fis-51791","Synchiropus laddi"
"11158","Fis-51802","Parioglossus formosus"
"11159","Fis-51805","Parioglossus nudus"
"11160","Fis-51806","Parioglossus palustris"
"11161","Fis-51807","Parioglossus rainfordi"
"11162","Fis-51811","Parioglossus taeniatus"
"11163","Fis-51816","Girella zonata"
"11164","Fis-51818","Eviota zonura"
"11165","Fis-51821","Gobiodon albofasciatus"
"11166","Fis-51826","Gobiodon quinquestrigatus"
"11167","Fis-51837","Gobiopsis bravoi"
"11168","Fis-51841","Kelloggella cardinalis"
"11169","Fis-51856","Squalus blainville"
"11170","Fis-51866","Opua nephodes"
"11171","Fis-51867","Paragobiodon lacunicolus"
"11172","Fis-51872","Paragobiodon modestus"
"11174","Fis-51908","Pleurosicya muscarum"
"11175","Fis-51921","Trimmatom eviotops"
"11176","Fis-51923","Trimma naudei"
"11178","Fis-51969","Glossogobius celebius"
"11179","Fis-51988","Stiphodon elegans"
"11180","Fis-52006","Bunaka gyrinoides"
"11181","Fis-52009","Lappanella fasciata"
"11182","Fis-52010","Salarias segmentatus"
"11183","Fis-52020","Thalassoma ascensionis"
"11184","Fis-52026","Aseraggodes melanostictus"
"11185","Fis-52081","Crassinarke dormitor"
"11186","Fis-52083","Aseraggodes whitakeri"
"11187","Fis-52095","Brachaluteres taylori"
"11189","Fis-52106","Notoraja tobitukai"
"11190","Fis-52108","Bathyraja isotrachys"
"11191","Fis-52110","Bathyraja violacea"
"11192","Fis-52113","Bathyraja diplotaenia"
"11193","Fis-52114","Pachycara crassiceps"
"11194","Fis-52115","Bathyraja matsubarai"
"11195","Fis-52117","Bathyraja notoroensis"
"11196","Fis-52118","Bathyraja minispinosa"
"11197","Fis-52119","Bathyraja lindbergi"
"11198","Fis-52120","Bathyraja simoterus"
"11199","Fis-52129","Bathyraja smirnovi"
"11200","Fis-52133","Rhinoraja kujiensis"
"11201","Fis-52134","Parapercis atlantica"
"11202","Fis-52138","Rhinoraja longicauda"
"11203","Fis-52149","Synaphobranchus brevidorsalis"
"11204","Fis-52159","Chiasmodon subniger"
"11205","Fis-52160","Rhynchoconger ectenurus"
"11206","Fis-52165","Kali kerberti"
"11207","Fis-52166","Venefica tentaculata"
"11208","Fis-52171","Myrophis microchir"
"11209","Fis-52180","Bathyblennius antholops"
"11210","Fis-52183","Xyrias revulsus"
"11211","Fis-52186","Spaniblennius riodourensis"
"11212","Fis-52195","Notacanthus abbotti"
"11213","Fis-52203","Osmerus dentex"
"11214","Fis-52206","Parablennius goreensis"
"11215","Fis-52218","Parablennius verryckeni"
"11216","Fis-52255","Entomacrodus textilis"
"11217","Fis-52272","Argentina kagoshimae"
"11218","Fis-52282","Bathylagus pacificus"
"11219","Fis-52296","Alepocephalus umbriceps"
"11220","Fis-52297","Alepocephalus owstoni"
"11221","Fis-52306","Alepocephalus longiceps"
"11222","Fis-52317","Alepocephalus longirostris"
"11223","Fis-52319","Alepocephalus triangularis"
"11224","Fis-52321","Narcetes kamoharai"
"11225","Fis-52325","Talismania filamentosa"
"11226","Fis-52326","Talismania okinawensis"
"11227","Fis-52329","Rouleina watasei"
"11228","Fis-52331","Rouleina guentheri"
"11229","Fis-52332","Myripristis amaena"
"11230","Fis-52333","Xenodermichthys nodulosus"
"11231","Fis-52338","Leptoderma lubricum"
"11232","Fis-52342","Diplophos orientalis"
"11233","Fis-52346","Woodsia nonsuchae"
"11234","Fis-52352","Ichthyococcus elongatus"
"11235","Fis-52356","Cyclothone alba"
"11236","Fis-52357","Draculo shango"
"11237","Fis-52372","Ophichthus macrochir"
"11238","Fis-52384","Corcyrogobius lubbocki"
"11239","Fis-52418","Coregonus lavaretus"
"11240","Fis-52453","Chimaera owstoni"
"11241","Fis-52460","Rhinochimaera pacifica"
"11242","Fis-52461","Gorogobius nigricinctus"
"11243","Fis-52465","Pterothrissus gissu"
"11244","Fis-52478","Lesueurigobius heterofasciatus"
"11245","Fis-52481","Lesueurigobius koumansi"
"11246","Fis-52517","Polyipnus parini"
"11247","Fis-52518","Polyipnus spinifer"
"11248","Fis-52519","Polyipnus stereope"
"11249","Fis-52520","Polyipnus fraseri"
"11250","Fis-52521","Polyipnus matsubarai"
"11251","Fis-52528","Thorogobius rofeni"
"11252","Fis-52531","Vanneaugobius canariensis"
"11253","Fis-52535","Vanneaugobius pruvoti"
"11254","Fis-52566","Bassogigas gillii"
"11255","Fis-52571","Holcomycteronus digittatus"
"11256","Fis-52583","Hippocampus trimaculatus"
"11257","Fis-52589","Hippocampus whitei"
"11258","Fis-52612","Nannocampus pictus"
"11259","Fis-52620","Parascorpis typus"
"11260","Fis-52662","Parapercis punctulata"
"11261","Fis-52685","Borostomias pacificus"
"11262","Fis-52688","Opostomias mitsuii"
"11263","Fis-52694","Leptostomias multifilis"
"11264","Fis-52697","Leptostomias robustus"
"11265","Fis-52720","Melanostomias pollicifer"
"11266","Fis-52722","Cirrhibarbis capensis"
"11267","Fis-52739","Eustomias ioani"
"11268","Fis-52741","Gonorynchus abbreviatus"
"11269","Fis-52743","Fucomimus mus"
"11270","Fis-52755","Hetereleotris apora"
"11271","Fis-52763","Hetereleotris caminata"
"11272","Fis-52771","Hetereleotris tentaculata"
"11273","Fis-52775","Hetereleotris zanzibarensis"
"11274","Fis-52790","Hydrolagus mitsukurii"
"11275","Fis-52791","Moringua abbreviata"
"11276","Fis-52827","Hetereleotris margaretae"
"11277","Fis-52852","Scopelosaurus hoedti"
"11278","Fis-52857","Scopelosaurus mauli"
"11279","Fis-52866","Ahliesaurus brevis"
"11280","Fis-52868","Protomyctophum thompsoni"
"11281","Fis-52878","Myctophum orientale"
"11282","Fis-52885","Tarletonbeania taylori"
"11283","Fis-52893","Lampadena yaquinae"
"11284","Fis-52894","Lampanyctus acanthurus"
"11285","Fis-52896","Lampanyctus jordani"
"11286","Fis-52897","Lampanyctus simulator"
"11287","Fis-52904","Diaphus kuroshio"
"11288","Fis-52905","Pleurosicya annandalei"
"11289","Fis-52908","Diaphus regani"
"11290","Fis-52910","Gorgasia maculata"
"11291","Fis-52916","Notoscopelus japonicus"
"11292","Fis-52926","Neoscopelus porosus"
"11293","Fis-52935","Lestidium prolixum"
"11294","Fis-52940","Lestidiops sphyraenopsis"
"11295","Fis-52942","Lestidiops indopacifica"
"11296","Fis-52985","Solenostomus paegnius"
"11297","Fis-53012","Pleurosicya mossambica"
"11298","Fis-53022","Doryrhamphus japonicus"
"11299","Fis-53026","Butis melanostigma"
"11300","Fis-53099","Dunckerocampus dactyliophorus"
"11301","Fis-53103","Kentrocapros rosapinto"
"11302","Fis-53108","Trachyrhamphus serratus"
"11303","Fis-53112","Trachyrhamphus longirostris"
"11304","Fis-53116","Arothron inconditus"
"11305","Fis-53124","Urocampus carinirostris"
"11306","Fis-53129","Gymnothorax elegans"
"11307","Fis-53144","Bathophilus indicus"
"11308","Fis-53152","Hippocampus sindonis"
"11309","Fis-53157","Hippocampus coronatus"
"11310","Fis-53158","Ichthyococcus australis"
"11311","Fis-53159","Margrethia valentinae"
"11312","Fis-53165","Bathysauropsis gracilis"
"11313","Fis-53166","Lepidion inosimae"
"11314","Fis-53171","Urolophus cruciatus"
"11315","Fis-53173","Lepidion schmidti"
"11316","Fis-53189","Physiculus rhodopinnis"
"11317","Fis-53197","Austrobatrachus foedus"
"11318","Fis-53210","Lotella phycis"
"11319","Fis-53215","Batrichthys apiatus"
"11320","Fis-53227","Laemonema nana"
"11321","Fis-53239","Laemonema filodorsale"
"11322","Fis-53240","Malthopsis mitrigera"
"11323","Fis-53255","Bregmaceros arabicus"
"11324","Fis-53257","Gadomus multifilis"
"11325","Fis-53258","Bathygadus antrodes"
"11326","Fis-53265","Hymenocephalus longiceps"
"11327","Fis-53273","Hymenocephalus striatissimus"
"11328","Fis-53280","Hymenocephalus lethonemus"
"11329","Fis-53281","Hymenogadus gracilis"
"11330","Fis-53289","Ventrifossa longibarbata"
"11331","Fis-53290","Ventrifossa rhipidodorsalis"
"11332","Fis-53294","Nezumia spinosa"
"11333","Fis-53296","Nezumia burragei"
"11334","Fis-53334","Coelorinchus matsubarai"
"11335","Fis-53337","Malthopsis tiarella"
"11336","Fis-53340","Coelorinchus smithi"
"11337","Fis-53345","Chorisochismus dentex"
"11338","Fis-53351","Coelorinchus gilberti"
"11339","Fis-53352","Pyramodon ventralis"
"11340","Fis-53354","Encheliophis sagamianus"
"11341","Fis-53355","Lepadichthys lineatus"
"11342","Fis-53358","Dicrolene quinquarius"
"11343","Fis-53360","Dicrolene tristis"
"11344","Fis-53362","Monomitopus kumae"
"11345","Fis-53363","Monomitopus pallidus"
"11346","Fis-53367","Neobythites stigmosus"
"11347","Fis-53371","Cataetyx platyrhynchus"
"11348","Fis-53380","Lophiodes miacanthus"
"11349","Fis-53382","Parexocoetus mento"
"11350","Fis-53383","Lophius litulon"
"11351","Fis-53385","Sargocentron inaequalis"
"11352","Fis-53386","Malthopsis jordani"
"11353","Fis-53387","Sargocentron macrosquamis"
"11354","Fis-53388","Dibranchus japonicus"
"11355","Fis-53389","Caulophryne jordani"
"11356","Fis-53391","Sargocentron seychellense"
"11357","Fis-53392","Oneirodes bulbosus"
"11358","Fis-53393","Oneirodes thompsoni"
"11359","Fis-53394","Bertella idiomorpha"
"11360","Fis-53395","Gigantactis kreffti"
"11361","Fis-53396","Gigantactis perlatus"
"11362","Fis-53397","Gigantactis gargantua"
"11363","Fis-53403","Scopeloberyx microlepis"
"11364","Fis-53412","Echidna delicatula"
"11365","Fis-53413","Uropterygius nagoensis"
"11366","Fis-53414","Meadia abyssalis"
"11367","Fis-53416","Coloconger raniceps"
"11368","Fis-53437","Acromycter nezumi"
"11369","Fis-53446","Gorgasia japonica"
"11370","Fis-53465","Careproctus albescens"
"11371","Fis-53495","Scopelogadus mizolepis"
"11372","Fis-53526","Cynoglossus browni"
"11373","Fis-53533","Syngnathus caribbaeus"
"11374","Fis-53536","Scorpaena plumieri"
"11375","Fis-53542","Haemulon macrostomum"
"11376","Fis-53544","Abalistes stellaris"
"11377","Fis-53596","Sargocentron spinosissimum"
"11378","Fis-53615","Ostichthys hypsipterygion"
"11379","Fis-53616","Cetomimus compunctus"
"11380","Fis-53628","Ijimaia dofleini"
"11381","Fis-53631","Lophotus capellei"
"11382","Fis-53649","Trachipterus ishikawae"
"11383","Fis-53658","Cyttomimus affinis"
"11384","Fis-53659","Acanthostracion guineensis"
"11385","Fis-53660","Cyttopsis rosea"
"11386","Fis-53661","Zenion japonicum"
"11387","Fis-53665","Acanthostracion notacanthus"
"11388","Fis-53676","Crenimugil heterocheilos"
"11389","Fis-53679","Acanthurus japonicus"
"11390","Fis-53696","Lateolabrax latus"
"11391","Fis-53700","Stereolepis doederleini"
"11392","Fis-53706","Arius oetik"
"11395","Fis-53722","Neoscombrops pacificus"
"11396","Fis-53726","Bathysphyraenops simplex"
"11397","Fis-53728","Howella parini"
"11398","Fis-53729","Howella zina"
"11399","Fis-53731","Ostracoberyx dorygenys"
"11400","Fis-53790","Chelidoperca pleurospilus"
"11401","Fis-53803","Pseudanthias elongatus"
"11402","Fis-53810","Pseudanthias fasciatus"
"11403","Fis-53826","Grammatonotus surugaensis"
"11404","Fis-53834","Plesiops oxycephalus"
"11405","Fis-53858","Epigonus pectinifer"
"11406","Fis-53861","Epigonus atherinoides"
"11407","Fis-53880","Brama myersi"
"11408","Fis-53882","Eumegistus illustris"
"11409","Fis-53895","Pempheris japonica"
"11410","Fis-53903","Lutjanus russellii"
"11411","Fis-53918","Mesopristes cancellatus"
"11412","Fis-53927","Drepane longimana"
"11413","Fis-53947","Chromis margaritifer"
"11414","Fis-53955","Amblycirrhitus unimacula"
"11415","Fis-53960","Stalix histrio"
"11416","Fis-53969","Owstonia grammodon"
"11417","Fis-53974","Scarus ovifrons"
"11418","Fis-53986","Choerodon gymnogenys"
"11419","Fis-53989","Bodianus cylindriatus"
"11420","Fis-53990","Bodianus thoracotaeniatus"
"11421","Fis-53991","Bodianus izuensis"
"11422","Fis-53992","Bodianus masudai"
"11423","Fis-53996","Labroides rubrolabiatus"
"11424","Fis-53997","Macropharyngodon moyeri"
"11425","Fis-54014","Eviota abax"
"11426","Fis-54018","Bathymaster derjugini"
"11427","Fis-54019","Bembrops caudimacula"
"11428","Fis-54022","Chrionema furunoi"
"11429","Fis-54023","Chrionema chryseres"
"11430","Fis-54026","Parapercis roseoviridis"
"11431","Fis-54028","Parapercis muronis"
"11432","Fis-54034","Trichonotus filamentosus"
"11433","Fis-54035","Trichonotus elegans"
"11434","Fis-54037","Helcogramma trigloides"
"11435","Fis-54038","Enneapterygius etheostomus"
"11436","Fis-54044","Springeratus xanthosoma"
"11437","Fis-54054","Trimma grammistes"
"11438","Fis-54057","Parioglossus dotui"
"11439","Fis-54058","Acentrogobius janthinopterus"
"11440","Fis-54060","Acentrogobius moloanus"
"11441","Fis-54062","Acentrogobius multifasciatus"
"11442","Fis-54065","Chlidichthys pembae"
"11443","Fis-54066","Acentrogobius suluensis"
"11444","Fis-54071","Chlidichthys johnvoelckeri"
"11445","Fis-54073","Gnatholepis anjerensis"
"11446","Fis-54077","Anisochromis kenyae"
"11447","Fis-54078","Hazeus otakii"
"11448","Fis-54081","Sardinops sagax"
"11449","Fis-54082","Pseudochromis melas"
"11450","Fis-54098","Solegnathus hardwickii"
"11451","Fis-54121","Polymetme elongata"
"11452","Fis-54122","Polymetme surugaensis"
"11453","Fis-54133","Porogadus guentheri"
"11454","Fis-54137","Collichthys lucidus"
"11455","Fis-54144","Cryptocentrus albidorsus"
"11456","Fis-54145","Cryptocentrus nigrocellatus"
"11457","Fis-54151","Pseudochromis tauberae"
"11458","Fis-54154","Myersina macrostoma"
"11459","Fis-54155","Myersina nigrivirgata"
"11460","Fis-54156","Tomiyamichthys oni"
"11461","Fis-54161","Vanderhorstia mertensi"
"11462","Fis-54166","Ctenogobiops tangaroai"
"11463","Fis-54168","Apogon nitidus"
"11464","Fis-54172","Callogobius snelliusi"
"11465","Fis-54177","Gobiodon multilineatus"
"11466","Fis-54179","Lubricogobius exiguus"
"11467","Fis-54180","Gobiopsis aporia"
"11468","Fis-54181","Gobiopsis arenaria"
"11469","Fis-54182","Gobiopsis quinquecincta"
"11470","Fis-54184","Neoscombrops cynodon"
"11471","Fis-54188","Mugilogobius chulae"
"11472","Fis-54190","Mugilogobius tagala"
"11473","Fis-54194","Parachaeturichthys polynema"
"11474","Fis-54195","Rhinogobius brunneus"
"11475","Fis-54200","Parkraemeria ornata"
"11476","Fis-54212","Pareques umbrosus"
"11477","Fis-54217","Bathygobius petrophilus"
"11478","Fis-54219","Cabillus lacertops"
"11479","Fis-54220","Glossogobius olivaceus"
"11480","Fis-54244","Istiblennius rivulatus"
"11481","Fis-54246","Suruga fundicola"
"11482","Fis-54268","Luposicya lupus"
"11483","Fis-54273","Sicyopterus japonicus"
"11484","Fis-54287","Starksia hassi"
"11485","Fis-54289","Antennarius indicus"
"11486","Fis-54292","Apogon unicolor"
"11487","Fis-54316","Petroscirtes springeri"
"11488","Fis-54327","Scorpaenopsis oxycephala"
"11489","Fis-54333","Pseudanthias ignitus"
"11490","Fis-54335","Praealticus tanegasimae"
"11491","Fis-54337","Andamia tetradactylus"
"11492","Fis-54339","Chirolophis saitone"
"11493","Fis-54341","Chirolophis snyderi"
"11494","Fis-54342","Anisarchus macrops"
"11495","Fis-54370","Opisthocentrus ocellatus"
"11496","Fis-54371","Opisthocentrus tenuis"
"11497","Fis-54372","Opisthocentrus zonope"
"11498","Fis-54373","Lumpenopsis pavlenkoi"
"11499","Fis-54377","Ernogrammus hexagrammus"
"11500","Fis-54378","Stichaeus grigorjewi"
"11501","Fis-54380","Stichaeus nozawae"
"11502","Fis-54381","Stichaeopsis epallax"
"11503","Fis-54382","Stichaeopsis nana"
"11504","Fis-54385","Bathyraja hesperafricana"
"11505","Fis-54392","Pholis picta"
"11506","Fis-54399","Neozoarces steindachneri"
"11507","Fis-54403","Zoarces elongatus"
"11508","Fis-54405","Malacoraja spinacidermis"
"11509","Fis-54406","Krusensterniella multispinosa"
"11510","Fis-54408","Neoraja africana"
"11511","Fis-54412","Lycozoarces regani"
"11512","Fis-54414","Davidijordania poecilimon"
"11513","Fis-54415","Davidijordania brachyrhyncha"
"11514","Fis-54416","Davidijordania lacertina"
"11515","Fis-54418","Bilabria ornata"
"11516","Fis-54422","Gymnelopsis ochotensis"
"11517","Fis-54423","Puzanovia rubra"
"11518","Fis-54426","Lycenchelys hippopotamus"
"11519","Fis-54427","Lycenchelys melanostomias"
"11520","Fis-54429","Lycenchelys rassi"
"11521","Fis-54434","Lycodes japonicus"
"11522","Fis-54435","Lycodes tanakae"
"11523","Fis-54437","Lycodes sigmatoides"
"11524","Fis-54438","Lycodes caudimaculatus"
"11525","Fis-54441","Lycodes ygreknotatus"
"11526","Fis-54442","Lycodes uschakovi"
"11527","Fis-54443","Lycodes jenseni"
"11528","Fis-54444","Schindleria praematura"
"11529","Fis-54445","Sebastes glaucus"
"11530","Fis-54446","Sebastes owstoni"
"11531","Fis-54447","Sebastes itinus"
"11532","Fis-54449","Sebastes minor"
"11533","Fis-54450","Sebastes wakiyai"
"11534","Fis-54451","Sebastes taczanowskii"
"11535","Fis-54452","Sebastes joyneri"
"11536","Fis-54453","Sebastes scythropus"
"11537","Fis-54455","Sebastes vulpes"
"11538","Fis-54456","Sebastes ijimae"
"11539","Fis-54457","Sebastes nivosus"
"11540","Fis-54459","Sebastes trivittatus"
"11541","Fis-54464","Sebastes longispinis"
"11542","Fis-54468","Sebastiscus albofasciatus"
"11543","Fis-54470","Helicolenus avius"
